CH4,CO,NO,NO2,OZ,PM10,PM2.5,SO2,datetime
1.34,0.73,0.065,0.087,0.0014,0.019,0.012,0.0021,2023-07-01 00:00:00
1.35,0.6,0.046,0.095,0.0014,0.02,0.013,0.0017,2023-07-01 01:00:00
1.33,0.3,0.006,0.088,0.0049,0.011,0.007,0.0012,2023-07-01 02:00:00
1.34,0.23,0.001,0.061,0.0127,0.016,0.01,0.001,2023-07-01 03:00:00
1.33,0.1,0.001,0.027,0.0209,0.016,0.01,0.0007,2023-07-01 04:00:00
1.31,0.1,0.0,0.015,0.0223,0.014,0.009,0.0008,2023-07-01 05:00:00
1.3,0.1,0.001,0.016,0.0201,0.014,0.01,0.001,2023-07-01 06:00:00
1.3,0.1,0.002,0.016,0.0218,0.015,0.011,0.001,2023-07-01 07:00:00
1.29,0.1,0.003,0.015,0.0263,0.014,0.009,0.0009,2023-07-01 08:00:00
1.29,0.1,0.003,0.016,0.0313,0.015,0.009,0.0012,2023-07-01 09:00:00
1.29,0.1,0.002,0.013,0.0451,0.015,0.007,0.0011,2023-07-01 10:00:00
1.28,0.1,0.002,0.011,0.0552,0.013,0.005,0.0011,2023-07-01 11:00:00
1.28,0.1,0.001,0.01,0.0607,0.011,0.005,0.0012,2023-07-01 12:00:00
1.28,0.1,0.002,0.012,0.0644,0.011,0.007,0.0011,2023-07-01 13:00:00
1.26,0.13,0.001,0.011,0.0666,0.011,0.007,0.001,2023-07-01 14:00:00
1.27,0.1,0.001,0.011,0.0649,0.014,0.005,0.001,2023-07-01 15:00:00
1.27,0.1,0.001,0.012,0.0602,0.02,0.011,0.0011,2023-07-01 16:00:00
1.28,0.1,0.001,0.013,0.0599,0.018,0.009,0.0012,2023-07-01 17:00:00
1.28,0.1,0.001,0.011,0.0718,0.01,0.007,0.001,2023-07-01 18:00:00
1.28,0.1,0.001,0.017,0.0723,0.023,0.013,0.0007,2023-07-01 19:00:00
1.28,0.13,0.001,0.03,0.0634,0.023,0.01,0.0013,2023-07-01 20:00:00
1.3,0.2,0.0,0.04,0.0553,0.035,0.013,0.0015,2023-07-01 21:00:00
1.3,0.1,0.0,0.027,0.0657,0.025,0.015,0.0012,2023-07-01 22:00:00
1.3,0.1,0.0,0.028,0.0512,0.019,0.012,0.0012,2023-07-01 23:00:00
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-07-02 00:00:00
1.31,0.13,0.0,0.034,0.0434,0.014,0.01,0.0013,2023-07-02 00:00:00
1.32,0.13,0.0,0.035,0.0393,0.014,0.01,0.001,2023-07-02 01:00:00
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-07-02 02:00:00
1.31,0.13,0.0,0.03,0.0381,0.016,0.01,0.0009,2023-07-02 02:00:00
1.32,0.1,0.0,0.028,0.0374,0.018,0.011,0.0013,2023-07-02 03:00:00
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-07-02 04:00:00
1.31,0.1,0.0,0.015,0.041,0.017,0.01,0.0013,2023-07-02 04:00:00
1.31,0.1,0.0,0.014,0.0395,0.017,0.01,0.0015,2023-07-02 05:00:00
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-07-02 06:00:00
1.3,0.1,0.001,0.014,0.0388,0.016,0.009,0.0013,2023-07-02 06:00:00
1.3,0.03,0.0,0.009,0.0404,0.012,0.007,0.0012,2023-07-02 07:00:00
1.29,0.03,0.001,0.009,0.0387,0.015,0.008,0.0013,2023-07-02 08:00:00
1.29,0.1,0.002,0.01,0.0425,0.017,0.008,0.0013,2023-07-02 09:00:00
1.28,0.03,0.002,0.009,0.0513,0.014,0.007,0.0014,2023-07-02 10:00:00
1.27,0.0,0.001,0.01,0.0599,0.015,0.006,0.0016,2023-07-02 11:00:00
1.27,0.03,0.001,0.01,0.0618,0.014,0.005,0.0016,2023-07-02 12:00:00
1.27,0.0,0.001,0.009,0.0646,0.012,0.005,0.0015,2023-07-02 13:00:00
1.26,0.03,0.002,0.01,0.0644,0.01,0.009,0.0015,2023-07-02 14:00:00
1.26,0.1,0.002,0.011,0.0683,0.011,0.004,0.0013,2023-07-02 15:00:00
1.26,0.1,0.001,0.01,0.0749,0.017,0.006,0.0013,2023-07-02 16:00:00
1.26,0.37,0.001,0.01,0.0764,0.02,0.007,0.0013,2023-07-02 17:00:00
1.26,0.17,0.001,0.01,0.0783,0.021,0.009,0.0013,2023-07-02 18:00:00
1.27,0.1,0.001,0.011,0.0765,0.02,0.011,0.0014,2023-07-02 19:00:00
1.28,0.1,0.0,0.016,0.0713,0.031,0.011,0.0012,2023-07-02 20:00:00
1.29,0.13,0.0,0.024,0.0617,0.024,0.011,0.0013,2023-07-02 21:00:00
1.29,0.2,0.0,0.033,0.0411,0.026,0.014,0.0013,2023-07-02 22:00:00
1.31,0.23,0.0,0.056,0.0148,0.026,0.013,0.0012,2023-07-02 23:00:00
1.32,0.3,0.006,0.077,0.004,0.029,0.014,0.0013,2023-07-03 00:00:00
1.32,0.4,0.016,0.086,0.0028,0.028,0.013,0.0016,2023-07-03 01:00:00
1.31,0.27,0.002,0.061,0.027,0.026,0.012,0.0014,2023-07-03 02:00:00
1.31,0.3,0.0,0.036,0.0429,0.023,0.013,0.0011,2023-07-03 03:00:00
1.32,0.27,0.0,0.029,0.0475,0.025,0.015,0.0013,2023-07-03 04:00:00
1.33,0.23,0.0,0.022,0.0479,0.032,0.021,0.001,2023-07-03 05:00:00
1.34,0.27,0.001,0.019,0.0427,0.025,0.017,0.0009,2023-07-03 06:00:00
1.32,0.23,0.002,0.021,0.0421,0.027,0.018,0.0012,2023-07-03 07:00:00
1.31,0.3,0.002,0.019,0.0462,0.02,0.013,0.0013,2023-07-03 08:00:00
1.3,0.23,0.003,0.014,0.0531,0.015,0.007,0.0013,2023-07-03 09:00:00
1.29,0.2,0.002,0.012,0.0615,0.011,0.003,0.0012,2023-07-03 10:00:00
1.28,0.1,,,0.0607,0.011,0.005,0.0012,2023-07-01 12:00:00
1.28,0.1,,,0.0644,0.011,0.007,0.0011,2023-07-01 13:00:00
1.26,0.13,,,0.0666,0.011,0.007,0.001,2023-07-01 14:00:00
1.27,0.1,,,0.0649,0.014,0.005,0.001,2023-07-01 15:00:00
1.27,0.1,,,0.0602,0.02,0.011,0.0011,2023-07-01 16:00:00
1.28,0.1,,,0.0599,0.018,0.009,0.0012,2023-07-01 17:00:00
1.28,0.1,,,0.0718,0.01,0.007,0.001,2023-07-01 18:00:00
1.28,0.1,,,0.0723,0.023,0.013,0.0007,2023-07-01 19:00:00
1.28,0.13,,,0.0634,0.023,0.01,0.0013,2023-07-01 20:00:00
1.3,0.2,,,0.0553,0.035,0.013,0.0015,2023-07-01 21:00:00
1.3,0.1,,,0.0657,0.025,0.015,0.0012,2023-07-01 22:00:00
1.3,0.1,,,0.0512,0.019,0.012,0.0012,2023-07-01 23:00:00
1.31,0.13,,,0.0434,0.014,0.01,0.0013,2023-07-02 00:00:00
1.32,0.13,,,0.0393,0.014,0.01,0.001,2023-07-02 01:00:00
1.31,0.13,,,0.0381,0.016,0.01,0.0009,2023-07-02 02:00:00
1.32,0.1,,,0.0374,0.018,0.011,0.0013,2023-07-02 03:00:00
1.31,0.1,,,0.041,0.017,0.01,0.0013,2023-07-02 04:00:00
1.31,0.1,,,0.0395,0.017,0.01,0.0015,2023-07-02 05:00:00
1.3,0.1,,,0.0388,0.016,0.009,0.0013,2023-07-02 06:00:00
1.3,0.03,,,0.0404,0.012,0.007,0.0012,2023-07-02 07:00:00
1.29,0.03,,,0.0387,0.015,0.008,0.0013,2023-07-02 08:00:00
1.29,0.1,,,0.0425,0.017,0.008,0.0013,2023-07-02 09:00:00
1.28,0.03,,,0.0513,0.014,0.007,0.0014,2023-07-02 10:00:00
1.27,0.0,,,0.0599,0.015,0.006,0.0016,2023-07-02 11:00:00
1.27,0.03,,,0.0618,0.014,0.005,0.0016,2023-07-02 12:00:00
1.27,0.0,,,0.0646,0.012,0.005,0.0015,2023-07-02 13:00:00
1.26,0.03,,,0.0644,0.01,0.009,0.0015,2023-07-02 14:00:00
1.26,0.1,,,0.0683,0.011,0.004,0.0013,2023-07-02 15:00:00
1.26,0.1,,,0.0749,0.017,0.006,0.0013,2023-07-02 16:00:00
1.26,0.37,,,0.0764,0.02,0.007,0.0013,2023-07-02 17:00:00
1.26,0.17,,,0.0783,0.021,0.009,0.0013,2023-07-02 18:00:00
1.27,0.1,,,0.0765,0.02,0.011,0.0014,2023-07-02 19:00:00
1.28,0.1,,,0.0713,0.031,0.011,0.0012,2023-07-02 20:00:00
1.29,0.13,,,0.0617,0.024,0.011,0.0013,2023-07-02 21:00:00
1.29,0.2,,,0.0411,0.026,0.014,0.0013,2023-07-02 22:00:00
1.31,0.23,,,0.0148,0.026,0.013,0.0012,2023-07-02 23:00:00
1.32,0.3,,,0.004,0.029,0.014,0.0013,2023-07-03 00:00:00
1.32,0.4,,,0.0028,0.028,0.013,0.0016,2023-07-03 01:00:00
1.31,0.27,,,0.027,0.026,0.012,0.0014,2023-07-03 02:00:00
1.31,0.3,,,0.0429,0.023,0.013,0.0011,2023-07-03 03:00:00
1.32,0.27,,,0.0475,0.025,0.015,0.0013,2023-07-03 04:00:00
1.33,0.23,,,0.0479,0.032,0.021,0.001,2023-07-03 05:00:00
1.34,0.27,,,0.0427,0.025,0.017,0.0009,2023-07-03 06:00:00
1.32,0.23,,,0.0421,0.027,0.018,0.0012,2023-07-03 07:00:00
1.31,0.3,,,0.0462,0.02,0.013,0.0013,2023-07-03 08:00:00
1.3,0.23,,,0.0531,0.015,0.007,0.0013,2023-07-03 09:00:00
1.29,0.2,,,0.0615,0.011,0.003,0.0012,2023-07-03 10:00:00
1.28,0.2,,,0.0654,0.012,0.004,0.0011,2023-07-03 11:00:00
1.27,0.2,,,0.0726,0.013,0.006,0.0012,2023-07-03 12:00:00
1.27,0.2,,,0.0719,0.012,0.007,0.0011,2023-07-03 13:00:00
1.27,0.2,,,0.0788,0.016,0.005,0.0009,2023-07-03 14:00:00
1.27,0.1,,,0.0772,0.02,0.007,0.001,2023-07-03 15:00:00
1.27,0.1,,,0.0789,0.016,0.005,0.0013,2023-07-03 16:00:00
1.27,0.1,,,0.0796,0.02,0.006,0.0011,2023-07-03 17:00:00
1.27,0.1,,,0.081,0.017,0.006,0.0014,2023-07-03 18:00:00
1.27,0.13,,,0.0787,0.024,0.006,0.0015,2023-07-03 19:00:00
1.28,0.17,,,0.0724,0.025,0.009,0.0015,2023-07-03 20:00:00
1.29,0.1,,,0.0678,0.021,0.008,0.0015,2023-07-03 21:00:00
1.29,0.2,,,0.0492,0.023,0.009,0.002,2023-07-03 22:00:00
1.3,0.23,,,0.0273,0.027,0.011,0.0016,2023-07-03 23:00:00
1.33,0.27,,,0.0176,0.032,0.013,0.0012,2023-07-04 00:00:00
1.4,0.2,,,0.0377,0.029,0.012,0.0014,2023-07-04 01:00:00
1.31,0.13,,,0.0379,0.026,0.013,0.001,2023-07-04 02:00:00
1.31,0.1,,,0.0416,0.023,0.011,0.0012,2023-07-04 03:00:00
1.32,0.1,,,0.034,0.024,0.012,0.0013,2023-07-04 04:00:00
1.32,0.1,,,0.0335,0.026,0.013,0.0015,2023-07-04 05:00:00
1.33,0.1,,,0.0404,0.024,0.012,0.0016,2023-07-04 06:00:00
1.33,0.1,,,0.0461,0.026,0.012,0.0018,2023-07-04 07:00:00
1.33,0.2,,,0.0435,0.031,0.014,0.0019,2023-07-04 08:00:00
1.31,0.1,,,0.0534,0.031,0.014,0.002,2023-07-04 09:00:00
1.3,0.1,,,0.078,0.027,0.011,0.0018,2023-07-04 10:00:00
1.29,0.1,,,0.0899,0.024,0.01,0.0016,2023-07-04 11:00:00
1.29,0.1,,,0.0917,0.022,0.009,0.0014,2023-07-04 12:00:00
1.29,0.1,,,0.0955,0.023,0.008,0.0015,2023-07-04 13:00:00
1.29,0.03,,,0.1038,0.02,0.009,0.0013,2023-07-04 14:00:00
1.28,0.1,,,0.1031,0.019,0.008,0.0017,2023-07-04 15:00:00
1.28,0.1,,,0.109,0.015,0.008,0.0015,2023-07-04 16:00:00
1.28,0.1,,,0.1125,0.017,0.009,0.0017,2023-07-04 17:00:00
1.28,0.1,,,0.1076,0.023,0.01,0.0018,2023-07-04 18:00:00
1.29,0.1,,,0.1055,0.023,0.011,0.0015,2023-07-04 19:00:00
1.29,0.1,,,0.0996,0.027,0.014,0.0018,2023-07-04 20:00:00
1.3,0.13,,,0.0821,0.035,0.015,0.0017,2023-07-04 21:00:00
1.31,0.2,,,0.0566,0.035,0.015,0.002,2023-07-04 22:00:00
1.31,0.27,,,0.0343,0.038,0.016,0.0022,2023-07-04 23:00:00
1.31,0.2,,,0.0316,0.038,0.018,0.0021,2023-07-05 00:00:00
1.32,0.2,,,0.0392,0.034,0.017,0.0016,2023-07-05 01:00:00
1.33,0.2,,,0.0463,0.03,0.015,0.0017,2023-07-05 02:00:00
1.33,0.2,,,0.0539,0.028,0.015,0.0022,2023-07-05 03:00:00
1.32,0.2,,,0.0555,0.031,0.019,0.002,2023-07-05 04:00:00
1.32,0.2,,,0.0559,0.026,0.014,0.0021,2023-07-05 05:00:00
1.33,0.2,,,0.0551,0.025,0.013,0.0022,2023-07-05 06:00:00
1.34,0.2,,,0.0456,0.028,0.014,0.0023,2023-07-05 07:00:00
1.33,0.3,,,0.0432,0.037,0.016,0.0025,2023-07-05 08:00:00
1.34,0.3,,,0.0575,0.03,0.012,0.0026,2023-07-05 09:00:00
1.31,0.2,,,0.0782,0.031,0.013,0.0025,2023-07-05 10:00:00
1.31,0.2,,,0.09,0.033,0.014,0.0023,2023-07-05 11:00:00
1.3,0.2,,,0.0958,0.037,0.019,0.0022,2023-07-05 12:00:00
1.31,0.2,,,0.0971,0.039,0.02,0.0025,2023-07-05 13:00:00
1.3,0.2,,,0.0842,0.036,0.018,0.0024,2023-07-05 14:00:00
1.32,0.23,,,0.0761,0.04,0.019,0.0023,2023-07-05 15:00:00
1.3,0.1,,,0.0912,0.023,0.013,0.0022,2023-07-05 16:00:00
1.28,0.13,,,0.0937,0.013,0.009,0.0021,2023-07-05 17:00:00
1.27,0.13,,,0.0932,0.018,0.01,0.0017,2023-07-05 18:00:00
1.27,0.13,,,0.0871,0.015,0.007,0.0016,2023-07-05 19:00:00
1.28,0.2,,,0.0747,0.023,0.009,0.0016,2023-07-05 20:00:00
1.29,0.2,,,0.0674,0.03,0.012,0.0018,2023-07-05 21:00:00
1.3,0.2,,,0.0633,0.019,0.01,0.0019,2023-07-05 22:00:00
1.31,0.23,,,0.0466,0.025,0.013,0.0019,2023-07-05 23:00:00
1.33,0.2,,,0.0456,0.027,0.015,0.0018,2023-07-06 00:00:00
1.33,0.2,,,0.0515,0.024,0.014,0.0019,2023-07-06 01:00:00
1.32,0.2,,,0.0582,0.021,0.013,0.0019,2023-07-06 02:00:00
1.33,0.27,,,0.0546,0.02,0.014,0.0018,2023-07-06 03:00:00
1.32,0.2,,,0.0459,0.021,0.014,0.002,2023-07-06 04:00:00
1.32,0.23,,,0.027,0.022,0.015,0.002,2023-07-06 05:00:00
1.32,0.3,,,0.0237,0.027,0.018,0.0019,2023-07-06 06:00:00
1.33,0.3,,,0.0306,0.032,0.018,0.0019,2023-07-06 07:00:00
1.33,0.3,,,0.0308,0.035,0.019,0.0022,2023-07-06 08:00:00
1.31,0.3,,,0.0559,0.025,0.013,0.0021,2023-07-06 09:00:00
1.29,0.27,,,0.0679,0.005,0.007,0.0021,2023-07-06 10:00:00
,0.03,,,0.0204,0.008,0.005,0.001,2023-07-11 21:00:00
,0.13,,,0.0094,0.009,0.005,0.0007,2023-07-11 22:00:00
,0.1,,,0.0102,0.014,0.008,0.0009,2023-07-11 23:00:00
,0.03,,,0.0164,0.007,0.004,0.0008,2023-07-12 00:00:00
,0.03,,,0.0184,0.007,0.004,0.001,2023-07-12 01:00:00
,0.03,,,0.0136,0.009,0.005,0.0011,2023-07-12 02:00:00
,0.13,,,0.0139,0.008,0.004,0.0007,2023-07-12 03:00:00
,0.1,,,0.013,0.007,0.003,0.0006,2023-07-12 04:00:00
,0.1,,,0.0155,0.007,0.003,0.0008,2023-07-12 05:00:00
,0.1,,,0.0186,0.005,0.002,0.0007,2023-07-12 06:00:00
,0.13,,,0.0171,0.007,0.003,0.0008,2023-07-12 07:00:00
,0.2,,,0.017,0.008,0.004,0.0009,2023-07-12 08:00:00
,0.2,,,0.0187,0.01,0.004,0.0007,2023-07-12 09:00:00
,0.2,,,0.0205,0.013,0.004,0.0004,2023-07-12 10:00:00
,0.2,,,0.0198,0.014,0.005,0.0005,2023-07-12 11:00:00
,0.2,,,0.025,0.015,0.005,0.0005,2023-07-12 12:00:00
,0.2,,,0.0332,0.01,0.003,0.0003,2023-07-12 13:00:00
,0.2,,,0.0388,0.009,0.002,0.0005,2023-07-12 14:00:00
,0.2,,,0.0427,0.011,0.003,0.0005,2023-07-12 15:00:00
,0.17,,,0.0392,0.018,0.007,0.0003,2023-07-12 16:00:00
,0.2,,,0.0422,0.014,0.005,0.0005,2023-07-12 17:00:00
,0.2,,,0.0424,0.012,0.006,0.0007,2023-07-12 18:00:00
,0.2,,,0.0351,0.013,0.006,0.0009,2023-07-12 19:00:00
,0.2,,,0.0361,0.016,0.006,0.0007,2023-07-12 20:00:00
,0.27,,,0.0282,0.015,0.008,0.0007,2023-07-12 21:00:00
,0.3,,,0.0162,0.018,0.01,0.0005,2023-07-12 22:00:00
,0.3,,,0.0154,0.018,0.01,0.0008,2023-07-12 23:00:00
,0.2,,,0.022,0.013,0.008,0.0007,2023-07-13 00:00:00
,0.2,,,0.0226,0.007,0.004,0.0009,2023-07-13 01:00:00
,0.2,,,0.0278,0.007,0.004,0.001,2023-07-13 02:00:00
,0.1,,,0.0261,0.008,0.005,0.0005,2023-07-13 03:00:00
,0.1,,,0.0249,0.011,0.007,0.0005,2023-07-13 04:00:00
,0.1,,,0.0209,0.013,0.007,0.0004,2023-07-13 05:00:00
,0.1,,,0.0164,0.012,0.006,0.0006,2023-07-13 06:00:00
,0.1,,,0.0122,0.014,0.008,0.0007,2023-07-13 07:00:00
,0.1,,,0.0142,0.016,0.008,0.0011,2023-07-13 08:00:00
,0.13,,,0.0185,0.021,0.009,0.0009,2023-07-13 09:00:00
,0.1,,,0.0257,0.013,0.004,0.001,2023-07-13 10:00:00
,0.1,,,0.0247,0.022,0.009,0.0009,2023-07-13 11:00:00
,0.13,,,0.0267,0.026,0.012,0.001,2023-07-13 12:00:00
,0.17,,,0.028,0.026,0.015,0.0008,2023-07-13 13:00:00
,0.2,,,0.0263,0.017,0.01,0.0008,2023-07-13 14:00:00
,0.2,,,0.02,0.016,0.01,0.0006,2023-07-13 15:00:00
,0.2,,,0.0247,0.015,0.009,0.0008,2023-07-13 16:00:00
,0.2,,,0.0187,0.016,0.01,0.0008,2023-07-13 17:00:00
,0.23,,,0.018,0.016,0.01,0.0012,2023-07-13 18:00:00
,0.3,,,0.0167,0.016,0.011,0.0011,2023-07-13 19:00:00
,0.37,,,0.0072,0.016,0.011,0.0009,2023-07-13 20:00:00
,0.3,,,0.0127,0.014,0.01,0.0009,2023-07-13 21:00:00
,0.27,,,0.0105,0.014,0.011,0.0012,2023-07-13 22:00:00
,0.2,,,0.0197,0.012,0.009,0.0013,2023-07-13 23:00:00
,0.2,,,0.0297,0.01,0.008,0.0011,2023-07-14 00:00:00
,0.1,,,0.0404,0.008,0.005,0.001,2023-07-14 01:00:00
,0.17,,,0.0292,0.012,0.009,0.0011,2023-07-14 02:00:00
,0.0,,,0.0326,0.011,0.008,0.0009,2023-07-14 03:00:00
,0.0,,,0.0326,0.013,0.009,0.0014,2023-07-14 04:00:00
,0.0,,,0.0317,0.012,0.008,0.0012,2023-07-14 05:00:00
,0.0,,,0.0303,0.012,0.008,0.0013,2023-07-14 06:00:00
,0.0,,,0.0257,0.012,0.007,0.0011,2023-07-14 07:00:00
,0.0,,,0.0182,0.012,0.007,0.0013,2023-07-14 08:00:00
,0.0,,,0.0179,0.014,0.01,0.0015,2023-07-14 09:00:00
,0.0,,,0.0182,0.011,0.007,0.0015,2023-07-14 10:00:00
,0.03,,,0.0166,0.016,0.008,0.0017,2023-07-14 11:00:00
